Empresa,EmbarqueMov,EmbarqueMovID,FechaEmision,Mes,Año,Vehiculo,Ruta,Peso (KG),Paquetes,Importe,EmbarqueMovMov,EmbarqueMovMovID,Articulo,Cantidad,PesoArticulo,Peso2,Cliente,Direccion,Latitud,Longitud,latLong,EmbarqueMovPeso,Categoria,Dias Viaje,Gasto Total,Valida peso (tn),Tipo,Propio / Perm.,Capacidad
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570341,ABC,30,9,270,Abarrotes El Crucero,Av. Emiliano Zapata,18.608,-96.768,"18.608,-96.768",560,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570341,ABC,20,9,180,Abarrotes El Crucero,Av. Emiliano Zapata,18.608,-96.768,"18.608,-96.768",560,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,5,10,50,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,2,10,20,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,5,9,45,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,8,25,200,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,3,10,30,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,4,10,40,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,2,25,50,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,40,24,960,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,2,5,10,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71450,07/01/2026,1,2026,C-17,ORIZABA,1708,86,37657.6,,FA570227,ABC,2,10,20,Mercado Cerritos,Poniente 32,18.868,-97.1,"18.868,-97.1",1425,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71458,07/01/2026,1,2026,C-17B,ORIZABA,2262.2,129,54425,,FA570316,ABC,10,25,250,Mercado Emiliano Zapata,Oriente 11,18.855,-97.105,"18.855,-97.105",350,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71458,07/01/2026,1,2026,C-17B,ORIZABA,2262.2,129,54425,,FA570316,ABC,4,25,100,Mercado Emiliano Zapata,Oriente 11,18.855,-97.105,"18.855,-97.105",350,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71458,07/01/2026,1,2026,C-17B,ORIZABA,2262.2,129,54425,,FA570285,ABC,1,4.8,4.8,Central de Abastos Orizaba,Jalapilla,18.835,-97.085,"18.835,-97.085",57.6,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71458,07/01/2026,1,2026,C-17B,ORIZABA,2262.2,129,54425,,FA570285,ABC,3,10,30,Central de Abastos Orizaba,Jalapilla,18.835,-97.085,"18.835,-97.085",57.6,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71458,07/01/2026,1,2026,C-17B,ORIZABA,2262.2,129,54425,,FA570285,ABC,2,9,18,Central de Abastos Orizaba,Jalapilla,18.835,-97.085,"18.835,-97.085",57.6,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71458,07/01/2026,1,2026,C-17B,ORIZABA,2262.2,129,54425,,FA570285,ABC,1,4.8,4.8,Central de Abastos Orizaba,Jalapilla,18.835,-97.085,"18.835,-97.085",57.6,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71458,07/01/2026,1,2026,C-17B,ORIZABA,2262.2,129,54425,,FA570287,ABC,1,5,5,Central de Abastos Orizaba,Jalapilla,18.835,-97.085,"18.835,-97.085",77,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,4000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570248,ABC,35.00028,4.8,168,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",997.85,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570248,ABC,3.00006,27.21,81.63,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",997.85,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570248,ABC,30.0006,24.3,729.01,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",997.85,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570248,ABC,4.000032,4.8,19.2,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",997.85,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570249,ABC,33.000264,4.8,158.4,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",1029.14,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570249,ABC,32.00064,27.21,870.74,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",1029.14,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570250,ABC,8.000064,4.8,38.4,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",256.08,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570250,ABC,8.00016,27.21,217.68,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",256.08,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570251,ABC,14.000112,4.8,67.2,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",813.38,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570251,ABC,16.00032,27.21,435.37,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",813.38,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570251,ABC,12.00024,24.3,291.61,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",813.38,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570251,ABC,4.000032,4.8,19.2,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",813.38,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570254,ABC,7.000056,4.8,33.6,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",249.24,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570254,ABC,4.00008,27.21,108.84,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",249.24,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570254,ABC,4.00008,24.3,97.2,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",249.24,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570254,ABC,2.000016,4.8,9.6,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",249.24,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570255,ABC,13.000104,4.8,62.4,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",551.89,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570255,ABC,8.00016,27.21,217.68,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",551.89,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570255,ABC,10.0002,24.3,243,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",551.89,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570255,ABC,6.000048,4.8,28.8,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",551.89,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570262,ABC,8.000064,4.8,38.4,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",564.01,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570262,ABC,1,30,30,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",564.01,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570262,ABC,20.0004,24.3,486.01,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",564.01,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71455,07/01/2026,1,2026,C-22B,MEXICO,4461.59,6082,132932.4,,FA570262,ABC,2.000016,4.8,9.6,Central de Abasto CDMX (Zona Abarrotes),Iztapalapa CDMX,19.374,-99.093,"19.374,-99.093",564.01,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570264,ABC,100,10,1000,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",3028,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570264,ABC,210,6,1260,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",3028,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570264,ABC,3.999999997,192,768,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",3028,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570268,ABC,15.0003,24.3,364.51,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",391.51,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570268,ABC,1.00002,27,27,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",391.51,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570271,ABC,3.000024,4.8,14.4,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",303.61,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570271,ABC,10.0002,24.3,243,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",303.61,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570271,ABC,1.00002,27,27,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",303.61,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570271,ABC,4.000032,4.8,19.2,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",303.61,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570273,ABC,30.0006,24.3,729.01,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",729.01,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570274,ABC,18,30,540,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",919.06,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570274,ABC,10.0002,24.3,243,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",919.06,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570274,ABC,5.0001,27.21,136.05,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",919.06,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570275,ABC,10,30,300,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",1030.84,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570275,ABC,3.000024,4.8,14.4,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",1030.84,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570275,ABC,20.0004,24.3,486.01,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",1030.84,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570275,ABC,3.00006,27.21,81.63,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",1030.84,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570275,ABC,4.00008,30,120,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",1030.84,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71456,07/01/2026,1,2026,C-04,YUCATAN,18758.61,20722,564830.71,,FA570275,ABC,6.000048,4.8,28.8,Central de Abastos Mérida,Av. Jacinto Canek,20.9634,-89.6645,"20.9634,-89.6645",1030.84,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71453,07/01/2026,1,2026,C-26,CHIAPAS COSTA,30007,3273,772655,,FA570276,ABC,3223,9,29007,Central de Abastos Tapachula,Carr. Costera Km 2.5,14.8872,-92.273,"14.8872,-92.273",30007,ZONA C,#N/A,#N/A,#N/A,#N/A,#N/A,30000
ABC,Embarque,71453,07/01/2026,1,2026,C-26,CHIAPAS COSTA,30007,3273,772655,,FA570276,ABC,50,20,1000,Central de Abastos Tapachula,Carr. Costera Km 2.6,14.8872,-92.273,"14.8872,-92.273",30007,ZONA C,#N/A,#N/A,#N/A,#N/A,#N/A,30000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570277,ABC,1,5,5,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",14.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570277,ABC,1,4.8,4.8,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",14.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570277,ABC,1,5,5,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",14.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570278,ABC,2,5,10,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",48,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570278,ABC,1,9,9,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",48,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570278,ABC,2,10,20,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",48,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570278,ABC,1,9,9,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",48,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570279,ABC,1,5,5,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",14,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570279,ABC,1,9,9,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",14,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570280,ABC,2,5,10,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",35,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570280,ABC,3,5,15,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",35,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570280,ABC,1,10,10,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",35,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570281,ABC,1,8,8,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",18,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570281,ABC,1,10,10,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",18,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570282,ABC,4,5,20,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",47.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570282,ABC,1,9,9,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",47.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570282,ABC,1,5,5,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",47.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570282,ABC,1,4.8,4.8,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",47.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570282,ABC,1,9,9,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",47.8,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570283,ABC,1,8,8,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",26.58,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570283,ABC,1,5,5,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",26.58,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570283,ABC,1,10,10,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",26.58,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570283,ABC,1,3.58,3.58,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",26.58,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570284,ABC,1,5,5,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",27.58,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570284,ABC,2,5,10,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",27.58,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
ABC,Embarque,71457,07/01/2026,1,2026,C-18,CORDOBA,1361.66,177,41617.8,,FA570284,ABC,1,9,9,Mercado Revolución,Av. 8 y Calle 9 Centro,18.8951,-96.9351,"18.8951,-96.9351",27.58,MOSTRADOR,#N/A,#N/A,#N/A,#N/A,#N/A,6000
