Empresa,EmbarqueMov,EmbarqueMovID,FechaEmision,Mes,Año,Vehiculo,Ruta,Peso (KG),Paquetes,Importe,EmbarqueMovMov,EmbarqueMovMovID,Articulo,Cantidad,PesoArticulo,Peso2,Cliente,Direccion,Latitud,Longitud,latLong,EmbarqueMovPeso,Categoria,Dias Viaje,Gasto Total,Valida peso (tn),Tipo,Propio / Perm.,Capacidad
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,4.8,4.8,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,5,5,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,9,8.1,72.9,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,17,9,153,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,24,24,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,10,10,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,1,1,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,10,10,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,4,5,20,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,2,24,48,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,9,9,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,7,9,63,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,9,9,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,3,22.5,67.5,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,9,8.1,72.9,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,11,9,99,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570418,ABC,1,9,9,Tiendas Lores Tezonapa,Hidalgo,18.6085,-96.7685,"18.6085,-96.7685",900.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,7366,ABC,9,0.75,6.75,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",6.85,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,7366,ABC,1,0.1,0.1,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",6.85,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,1,5,5,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,1,5,5,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,7,8.1,56.7,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,1,10,10,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,2,24,48,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,1,9,9,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,4,8.1,32.4,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,1,10,10,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,1,9,9,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570417,ABC,3,9,27,Abarrotes El Ingenio,Carr Estatal,18.604,-96.764,"18.604,-96.764",212.1,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570423,ABC,2,9,18,Mayoristas Zongolica Sur,Allende,18.611,-96.771,"18.611,-96.771",721,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570423,ABC,4,10,40,Mayoristas Zongolica Sur,Allende,18.611,-96.771,"18.611,-96.771",721,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570423,ABC,2,9,18,Mayoristas Zongolica Sur,Allende,18.611,-96.771,"18.611,-96.771",721,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570423,ABC,1,10,10,Mayoristas Zongolica Sur,Allende,18.611,-96.771,"18.611,-96.771",721,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570423,ABC,2,5,10,Mayoristas Zongolica Sur,Allende,18.611,-96.771,"18.611,-96.771",721,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570423,ABC,15,25,375,Mayoristas Zongolica Sur,Allende,18.611,-96.771,"18.611,-96.771",721,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570423,ABC,10,25,250,Mayoristas Zongolica Sur,Allende,18.611,-96.771,"18.611,-96.771",721,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,10,10,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,8,8,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,2,9,18,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,10,10,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,10,10,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,2,5,10,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,9,9,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,9,9,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,9,9,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,10,10,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,9,9,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,9,9,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570345,ABC,1,10,10,Abarrotes San Juan,Zaragoza,18.6075,-96.7675,"18.6075,-96.7675",131,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570343,ABC,3,4.8,14.4,Comercial Zafra,Guerrero,18.6095,-96.7695,"18.6095,-96.7695",644.4,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570343,ABC,20,9,180,Comercial Zafra,Guerrero,18.6095,-96.7695,"18.6095,-96.7695",644.4,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570343,ABC,5,9,45,Comercial Zafra,Guerrero,18.6095,-96.7695,"18.6095,-96.7695",644.4,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570343,ABC,20,9,180,Comercial Zafra,Guerrero,18.6095,-96.7695,"18.6095,-96.7695",644.4,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570343,ABC,5,9,45,Comercial Zafra,Guerrero,18.6095,-96.7695,"18.6095,-96.7695",644.4,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71462,07/01/2026,1,2026,C-08,TEZONAPA,8303.25,827,200746.7,,FA570343,ABC,20,9,180,Comercial Zafra,Guerrero,18.6095,-96.7695,"18.6095,-96.7695",644.4,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,18000
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570424,ABC,3,10,30,Mercado Municipal 5 de Febrero,Centro San Andrés,18.4485,-95.213,"18.4485,-95.213",680,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570424,ABC,26,25,650,Mercado Municipal 5 de Febrero,Centro San Andrés,18.4485,-95.213,"18.4485,-95.213",680,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570425,ABC,2,10,20,Abarrotera Tuxtleca,Boulevard 5 de Febrero,18.452,-95.21,"18.452,-95.21",224,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570425,ABC,1,4,4,Abarrotera Tuxtleca,Boulevard 5 de Febrero,18.452,-95.21,"18.452,-95.21",224,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570425,ABC,4,25,100,Abarrotera Tuxtleca,Boulevard 5 de Febrero,18.452,-95.21,"18.452,-95.21",224,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570425,ABC,4,25,100,Abarrotera Tuxtleca,Boulevard 5 de Febrero,18.452,-95.21,"18.452,-95.21",224,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570426,ABC,1,20,20,Súper Sánchez San Andrés,Juarez,18.45,-95.212,"18.45,-95.212",95,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570426,ABC,1,25,25,Súper Sánchez San Andrés,Juarez,18.45,-95.212,"18.45,-95.212",95,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570426,ABC,1,25,25,Súper Sánchez San Andrés,Juarez,18.45,-95.212,"18.45,-95.212",95,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570426,ABC,1,25,25,Súper Sánchez San Andrés,Juarez,18.45,-95.212,"18.45,-95.212",95,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570427,ABC,4,10,40,Tiendas Lores San Andrés,Madero,18.447,-95.214,"18.447,-95.214",174,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570427,ABC,4,10,40,Tiendas Lores San Andrés,Madero,18.447,-95.214,"18.447,-95.214",174,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570427,ABC,1,4,4,Tiendas Lores San Andrés,Madero,18.447,-95.214,"18.447,-95.214",174,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570427,ABC,4,5,20,Tiendas Lores San Andrés,Madero,18.447,-95.214,"18.447,-95.214",174,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570427,ABC,2,25,50,Tiendas Lores San Andrés,Madero,18.447,-95.214,"18.447,-95.214",174,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570427,ABC,4,5,20,Tiendas Lores San Andrés,Madero,18.447,-95.214,"18.447,-95.214",174,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,2,10,20,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,1,2,2,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,3,5,15,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,1,20,20,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,1,10,10,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,1,9,9,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,10,25,250,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,1,5,5,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,3,25,75,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570428,ABC,2,1,2,Abarrotes El Volcán,Zaragoza,18.449,-95.211,"18.449,-95.211",408,ZONA B,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,1,4.8,4.8,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,1,10,10,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,10,9,90,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,5,5,25,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,29,9,261,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,3,10,30,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,2,9,18,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,1,4.8,4.8,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,4,5,20,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,4,8.1,32.4,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,26,9,234,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,1,2.4,2.4,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ABC,Embarque,71463,07/01/2026,1,2026,CAM JAOH,LOS TUXTLAS,16159.68,1269,370491.7,,FA570429,ABC,1,2,2,Distribuidora Tuxtleca,Carr Federal 180,18.455,-95.205,"18.455,-95.205",1250.98,ZONA A,#N/A,#N/A,#N/A,#N/A,#N/A,0
